id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
12573,tt1019452,0.884343,7000000,31430334,A Serious Man,michael stuhlbarg|richard kind|fred melamed|sari lennick|aaron wolff,,ethan coen|joel coen,...seriously!,professor|black comedy|telephone call|coen bros|aftercreditsstinger,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",105,comedy|drama,mike zoss productions|studio canal|relativity media|focus features|working title films,10/2/09,240,6.4,2009,7114803.03887467,31945805.1222922
12403,tt0971209,0.883984,14000000,22852638,A Perfect Getaway,milla jovovich|timothy olyphant|steve zahn|chris hemsworth|anthony ruivivar,,david twohy,Welcome to paradise. Enter at your own risk.,hawaii|honeymoon|double murder|murder,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",98,thriller|mystery|adventure,davis entertainment|relativity media|rogue|qed international|tooley productions,6/8/09,185,6.1,2009,14229606.0777493,23227431.1841004
22787,tt0365929,0.850476,40000000,12206028,Whiteout,kate beckinsale|gabriel macht|tom skerritt|columbus short|shawn doyle,http://www.whiteoutmovie.com/,dominic sena,See Your Last Breath,airplane|corpse|stich,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good â€“ in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",101,action|crime|mystery|thriller,studiocanal|dark castle entertainment|don carmody productions|warner bros.|canadian film or video production tax credit (cptc),9/9/09,114,5.2,2009,40656017.3649981,12406212.1581413
8952,tt1045772,0.8342,13000000,10652035,I Love You Phillip Morris,jim carrey|ewan mcgregor|leslie mann|rodrigo santoro|brennan brown,,glenn ficarra|john requa,The Conman who wouldn't go straight.,judge|small town|con man|fraud|jail,"Bad Santa co-screenwriters Glenn Ficara and John Requa re-team for this fact-based black comedy starring Jim Carrey as a Virginia police officer-turned-con man who makes the leap to white-collar criminal after being sent to prison and falling in love with his sensitive cellmate. Steve Russell (Carrey) is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris (Ewan McGregor). Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",98,comedy|drama|romance,europacorp,1/18/09,311,6.3,2009,13213205.643624302,10826732.9983141
34647,tt1191111,0.8305969999999989,13000000,754249,Enter the Void,nathaniel brown|paz de la huerta|cyril roy|masato tanno|jesse kuhn,http://www.ifcfilms.com/films/enter-the-void,gaspar noã©,,unsimulated sex|new french extremism,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar (Nathaniel Brown), a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda (Paz de la Huerta). When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",161,fantasy|drama,bim distribuzione|wild bunch,5/5/09,195,7.1,2009,13213205.643624302,766619.011038312
17134,tt1160368,0.826039,20000000,17280326,12 Rounds,john cena|ashley scott|brian j. white|aidan gillen|steve harris,http://www.12rounds-movie.com/,renny harlin,Survive all 12,police|cops|cat and mouse|family|revenge drama,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",108,action|adventure|drama|thriller,the mark gordon company|fox atomic|20th century fox home entertainment|wwe studios|midnight sun pictures,3/19/09,130,5.9,2009,20328008.682499,17563730.8482207
20453,tt1187043,0.816681,9000000,70000000,3 Idiots,aamir khan|kareena kapoor|madhavan|sharman joshi|boman irani,http://idiotsacademy.zapak.com/idiotsmain.php,rajkumar hirani,Don't BE A STUPID BE AN I.D.I.O.T.,suicide|suicide attempt|college|friends|engineering,"In the tradition of â€œFerris Buellerâ€™s Day Offâ€ comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside downâ€”along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the schoolâ€™s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",170,drama|comedy|romance,vidhu vinod chopra productions,12/23/09,662,7.8,2009,9147603.90712458,71148030.38874671
8373,tt1055369,0.8133229999999989,150000000,836297228,Transformers: Revenge of the Fallen,shia labeouf|megan fox|josh duhamel|rainn wilson|tyrese gibson,http://www.transformersmovie.com/,michael bay,Revenge is coming,egypt|sun|chaos|comic book|symbol,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",150,science fiction|action|adventure,paramount pictures|dreamworks skg|amblin entertainment|di bonaventura pictures|platinum dunes,6/19/09,2230,6.0,2009,152460065.118743,850012865.5966951
10313,tt1234548,0.811236,24000000,68729358,The Men Who Stare at Goats,george clooney|ewan mcgregor|jeff bridges|kevin spacey|robert patrick,http://www.themenwhostareatgoatsmovie.com/,grant heslov,No goats. No glory.,vietnam veteran|kuwait|new age|staring contest|drug use,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",93,comedy|war,bbc films|smoke house,10/17/09,435,5.8,2009,24393610.4189988,69856549.3083293
22832,tt1186367,0.7967609999999989,40000000,60462347,Ninja Assassin,rain|naomie harris|sung kang|randall duk kim|rick yune,http://ninja-assassin-movie.warnerbros.com/,james mcteigue,"Fear not the weapon, but the hand that wields it.",assassination|assassin|ninja fighter|revenge|ninjas,"Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",99,action|crime|thriller,studio babelsberg|anarchos productions|legendary pictures|dark castle entertainment|silver pictures,9/29/09,218,6.1,2009,40656017.3649981,61453955.7390135
23367,tt0976222,0.790326,20000000,5210988,Bandslam,vanessa hudgens|aly michalka|gaelan connell|lisa kudrow|scott porter,http://bandslam-movie.com/,todd graff,Band Together,new jersey|musical|battle of the bands|teenager|rock band,A high school social outcast and the popular girl bond through a shared love of music.,111,comedy|drama|family|music,summit entertainment|goldsmith-thomas productions|walden media,8/6/09,75,5.5,2009,20328008.682499,5296450.46541992
16523,tt0386117,0.7863899999999989,100000000,100086793,Where the Wild Things Are,max records|catherine keener|lauren ambrose|james gandolfini|catherine o'hara,http://wherethewildthingsare.warnerbros.com/,spike jonze,There's one in all of us.,children's book|igloo|wolf costume|swallowed whole|hit with a rock,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.",101,family|fantasy,village roadshow pictures|legendary pictures|playtone|wild things productions|warner bros.,10/16/09,312,6.3,2009,101640043.412495,101728259.855374
22897,tt1230414,0.786159,85000000,219103655,It's Complicated,meryl streep|alec baldwin|steve martin|lake bell|mary kay place,http://itscomplicatedmovie.com/,nancy meyers,First comes marriage. Then comes divorce. And then...,graduation|ex husband|woman director,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life â€“ just when she thought she had it all figured out.",121,comedy|romance,universal pictures|scott rudin productions|waverly films|dentsu|relativity media,12/23/09,225,6.2,2009,86394036.900621,222697050.060364
18162,tt0457400,0.760048,100000000,68688831,Land of the Lost,will ferrell|anna friel|danny mcbride|jorma taccone|matt lauer,,brad silberling,Right place. Wrong time.,alien life-form|dinosaur|primate|duringcreditsstinger,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",102,adventure|comedy|science fiction,universal pictures|mosaic media group|relativity media|sid & marty krofft pictures,6/5/09,220,5.4,2009,101640043.412495,69815357.6479355
22954,tt1057500,0.7563850000000001,60000000,122233971,Invictus,morgan freeman|matt damon|tony kgoroge|patrick mofokeng|matt stern,http://invictusmovie.warnerbros.com,clint eastwood,His people needed a leader. He gave them a champion.,stadium|south africa|apartheid|nelson mandela|sport,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",134,drama|history,spyglass entertainment|malpaso productions|revelations entertainment|mace neufeld productions|warner bros.,12/10/09,675,6.9,2009,60984026.047497205,124238661.18921599
16866,tt0762125,0.748763,70000000,104945765,Planet 51,dwayne johnson|seann william scott|jessica biel|justin long|gary oldman,http://www.sonypictures.com/movies/planet51/,jorge blanco|javier abad|marcos martã­nez,Something strange is coming to their planet...Us!,flying saucer|alien life-form|spaceship|alien|alien planet,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",91,science fiction|animation|family|comedy|adventure,tristar pictures|ilion animation studios|hand made films,11/19/09,354,5.7,2009,71148030.38874671,106666921.105575
17610,tt1045778,0.717595,60000000,62357900,Year One,jack black|michael cera|olivia wilde|oliver platt|david cross,,harold ramis,Meet your ancestors,temple|slavery|stone age|circumcision|hebrews,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",97,comedy|adventure,columbia pictures|ocean pictures|apatow productions,6/18/09,312,4.5,2009,60984026.047497205,63380596.6311204
39800,tt0808526,0.713022,4500000,744816,Life During Wartime,ally sheedy|paul reubens|shirley henderson|allison janney|michael kenneth williams,http://www.ifcfilms.com/films/life-during-wartime-2,todd solondz,"Friends, family, and lovers struggle to find love, forgiveness, and meaning in a war-torn world riddled with comedy and pathos.",black comedy|independent film,"Life During Wartime is a film by Todd Solondz. It is a sequel to his 1998 film Happiness, even though the characters are all played by different actors. It stars Allison Janney, Shirley Henderson, and CiarÃ¡n Hinds, among others. The official synopsis of the film is: ""Friends, family, and lovers struggle to find love, forgiveness, and meaning in a war-torn world riddled with comedy and pathos"". Solondz said Life During Wartime was ""a little more politically overt"" than previous works."" It won the Golden Osella award for best screenplay at the 66th Venice Film Festival.",97,comedy|drama,werc werk works,10/10/09,11,5.1,2009,4573801.95356229,757031.305743211
38448,tt1235796,0.710966,12000000,1644755,Ondine,colin farrell|alicja bachleda-curuå›|dervla kirwan|alison barry|marion o'dwyer,http://www.ondinefilm.com,neil jordan,The truth is not what you know. It's what you believe.,alcohol|mermaid|wedding dress|fishing net|selkie,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,111,drama|romance,octagon films|irish film board|wayfare entertainment|little wave productions|start motion pictures,9/14/09,36,6.2,2009,12196805.2094994,1671729.69602918
14435,tt1179891,0.694443,15000000,100734718,My Bloody Valentine,jensen ackles|jaime king|kerr smith|betsy rue|edi gathegi,http://www.mybloodyvalentinein3d.com/,patrick lussier,He's gonna break your heart.,sheriff|miner|delusion|head injury|remake,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentineâ€™s Day, he woke upâ€¦and brutally murdered twenty-two people with a pickaxe before being killed.",101,mystery|horror,lionsgate,1/16/09,151,5.3,2009,15246006.511874301,102386811.106654
22949,tt0976238,0.6642,35000000,92219310,Old Dogs,robin williams|john travolta|seth green|justin long|matt dillon,http://disney.go.com/olddogs/,walt becker,Life is Not Child-Proof.,japanese|camp|co-worker|kids|best frends,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",88,comedy|family,walt disney pictures|tapestry films,11/24/09,124,5.2,2009,35574015.194373295,93731746.71870358
26428,tt1186830,0.661609,70000000,39041505,Agora,rachel weisz|max minghella|oscar isaac|ashraf barhom|michael lonsdale,http://www.agoralapelicula.com/,alejandro amenã¡bar,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",christianity|philosophy|egypt|new love|war,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",127,adventure|drama|history,himenã³ptero|telecinco cinema|mod producciones|nimar studios|canal+ espaã±a,5/17/09,238,6.6,2009,71148030.38874671,39681802.630891494
22821,tt1300851,0.652939,8000000,10629321,The Boondock Saints II: All Saints Day,"sean patrick flanery|norman reedus|billy connolly|clifton collins, jr.|julie benz",http://www.sonypictures.com/movies/boondocksaints2/,troy duffy,The Saints Are Calling,boston|sheep|friendship|sequel|revenge,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",118,action|thriller|crime,chris brinker productions|stage 6 films,11/24/09,151,5.9,2009,8131203.47299962,10803646.478853399
11699,tt1095217,0.643829,25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,nicolas cage|eva mendes|val kilmer|fairuza balk|shawn hatosy,,werner herzog,The only criminal he can't catch is himself.,police brutality|organized crime|policeman|murder investigation|corrupt cop,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",122,drama|crime,saturn films|nu image films|edward r. pressman film|millennium films|polsky films,9/11/09,157,5.8,2009,25410010.8531238,10762767.8697934
8054,tt1054606,0.6431640000000001,30000000,61808775,The Imaginarium of Doctor Parnassus,christopher plummer|heath ledger|johnny depp|jude law|colin farrell,http://doctorparnassus.com/,terry gilliam,,circus|immortality|aftercreditsstinger|duringcreditsstinger|old people,A traveling theater company gives its audience much more than they were expecting.,123,adventure|fantasy|mystery,infinity features entertainment|davis-films|tã©lã©film canada|the movie network|canadian film or video production tax credit (cptc),10/1/09,502,6.2,2009,30492013.023748603,62822465.7427315
18476,tt0892767,0.642045,20000000,1017401,Horsemen,"dennis quaid|zhang ziyi|lou taylor pucci|clifton collins, jr.|barry shabaka henley",,jonas ã…kerlund,Four victims. Four painful secrets.,police|murder|serial killer,A recently widowed detective still grieving over his wife's death discovers a shocking connection between himself and the suspects in a serial killing spree linked to the Four Horsemen of the Apocalypse.,90,crime|drama|horror|mystery|thriller,mandate pictures|platinum dunes|radar pictures,2/6/09,63,6.0,2009,20328008.682499,1034086.81807916
4597,tt0913354,0.6300680000000001,20000000,22942221,Armored,columbus short|laurence fishburne|skeet ulrich|amaury nolasco|matt dillon,,nimrã³d antal,Who will be the last man standing?,robbery|homeless person|bank|armored car|truck,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",88,action|crime|drama|thriller,screen gems|stars road entertainment|farah films & management|buckaroo entertainment,12/4/09,117,5.6,2009,20328008.682499,23318483.3841906
24418,tt0450405,0.608282,40000000,28169671,Cirque du Freak: The Vampire's Assistant,john c. reilly|josh hutcherson|chris massoglia|patrick fugit|salma hayek,,paul weitz,Meet Darren. He's sixteen going on immortal.,vampire|spider|wolfman|stew|best friend,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",109,adventure|fantasy|action|thriller,universal pictures,10/23/09,218,5.5,2009,40656017.3649981,28631665.833557103
12834,tt1151359,0.606857,9000000,985117,Leaves of Grass,susan sarandon|richard dreyfuss|keri russell|melanie lynskey|edward norton,http://www.leavesofgrassmovie.com/,tim blake nelson,"Drugs, Murder, and Brotherly Love.",brother brother relationship|mentor|restart|kitchen|road trip,"An Ivy League professor returns home, where his pot-growing twin brother has concocted a plan to take down a local drug lord.",104,comedy|crime|drama|thriller,nu image films|grand army entertainment|class 5 films|millennium films|langley films,9/13/09,67,5.6,2009,9147603.90712458,1001273.34646387
24684,tt1174732,0.60652,7500000,26096852,An Education,carey mulligan|olivia williams|peter sarsgaard|alfred molina|cara seymour,http://www.sonyclassics.com/aneducation/,lone scherfig,Innocence of the Young.,age difference|self-discovery|coming of age|love affair|youth,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",100,drama|romance,bbc films,10/29/09,234,6.8,2009,7623003.25593715,26524851.7020946
20829,tt1201167,0.604388,75000000,61458982,Funny People,adam sandler|seth rogen|leslie mann|eric bana|jonah hill,http://www.funnypeoplemovie.com,judd apatow,"George Simmons was prepared to die, but then a funny thing happened.",comedian|cancer|bromance|stand up comedian,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",146,comedy|drama,columbia pictures|universal pictures|happy madison productions|relativity media|apatow productions,7/31/09,213,5.5,2009,76230032.5593715,62466935.9856777
22947,tt1193138,0.598075,25000000,163670000,Up in the Air,george clooney|vera farmiga|anna kendrick|jason bateman|melanie lynskey,http://www.theupintheairmovie.com/,jason reitman,The story of a man ready to make a connection.,suitcase|business|omaha|on the road|downsizing,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",109,drama|romance,paramount pictures,9/5/09,751,6.6,2009,25410010.8531238,166354259.053231
16577,tt0375568,0.595489,65000000,44091067,Astro Boy,nicolas cage|kristen bell|bill nighy|donald sutherland|freddie highmore,http://www.astroboy-themovie.com/,david bowers,Have a blast.,superhero|title spoken by character,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",94,animation|action|family|science fiction,the weinstein company|summit entertainment|tezuka production company ltd.|imagi animation studios,10/15/09,284,6.0,2009,66066028.2181219,44814179.6398324
4959,tt0963178,0.59517,50000000,60161391,The International,clive owen|naomi watts|armin mueller-stahl|ulrich thomsen|brã­an f. o'byrne,http://www.sonypictures.com/movies/theinternational/site/,tom tykwer,Is your money making a killing?,duringcreditsstinger,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",118,drama|thriller|crime,studio babelsberg|atlas entertainment|mosaic media group|x-filme creative pool,2/3/09,207,5.8,2009,50820021.7062476,61148063.929960996
28510,tt1288403,0.582225,14000000,875386,Universal Soldier: Regeneration,jean-claude van damme|dolph lundgren|andrei arlovski|mike pyle|corey johnson,,john hyams,Reanimated. Rearmed. The ultimate rematch,dynamite|hostage|superhuman|super soldier|massacre,"When terrorists threaten nuclear catastrophe, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"".",97,adventure|action|science fiction|thriller,foresight unlimited|baumgarten management and productions (bmp)|signature entertainment|unisol 3 distribution,10/1/09,64,5.3,2009,14229606.0777493,889742.7104269059
13804,tt1013752,0.580292,85000000,363164265,Fast & Furious,vin diesel|paul walker|jordana brewster|michelle rodriguez|john ortiz,http://www.fastandfuriousmovie.net,justin lin,New Model. Original Parts.,gambling|brother sister relationship|ex-lover|fast|cops,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",107,action|crime|drama|thriller,universal pictures|original film|one race productions|dentsu inc.|relativity media,4/2/09,1661,6.4,2009,86394036.900621,369120316.604669
22074,tt1232207,0.576401,20000000,17436509,Capitalism: A Love Story,michael moore|thora birch|william black|elijah cummings|baron hill,http://www.capitalismalovestory.com/,michael moore,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",usa|capitalism|capitalist|wall street|criticism and blame,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",120,documentary,the weinstein company|paramount vantage,9/6/09,78,6.9,2009,20328008.682499,17722475.3172236
24150,tt1311067,0.565345,15000000,39421467,Halloween II,scout taylor-compton|sheri moon zombie|tyler mane|chase wright vanek|brad dourif,http://www.halloween2-movie.com/,rob zombie,Family Is Forever,shotgun|halloween|death of a friend|insanity|number in title,"Laurie Strode struggles to come to terms with her brother Micheal's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister.",105,horror,dimension films|spectacle entertainment group|trancas international films,8/28/09,131,5.2,2009,15246006.511874301,40067996.1726425
18126,tt1114677,0.549975,35000000,155545279,Hannah Montana: The Movie,miley cyrus|billy ray cyrus|emily osment|jason earles|taylor swift,http://disney.go.com/disneypictures/hannahmontanamovie/,peter chelsom,She has the best of both worlds...now she has to choose just one.,double life|pop star|musical|tennessee|teenage girl,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends â€“ and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams â€“ will she figure out whether to choose Hannah or Miley?",102,comedy|drama|family|music|romance,walt disney pictures|it's a laugh productions|millar gough ink,4/10/09,247,5.8,2009,35574015.194373295,158096289.101687
15357,tt1247640,0.544071,15000000,8786375,Banlieue 13 - Ultimatum,cyril raffaelli|david belle|philippe torreton|daniel duval|elodie yung,http://www.b13ultimatum-lefilm.com/,patrick alessandrin,,prison|martial arts|evidence|chase|delinquency,"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city's secret services take drastic measures to solve the problem.",101,action|thriller|crime,sofica europacorp|canal+|cinã©cinã©ma|europacorp|tf1 international,2/18/09,193,5.9,2009,15246006.511874301,8930475.36438463
20856,tt0775552,0.53923,45000000,57881056,Aliens in the Attic,carter jenkins|austin butler|kevin nealon|robert hoffman|doris roberts,http://www.aliensintheatticmovie.com/,john schultz,The aliens vs. the Pearsons,alien|comedy|duringcreditsstinger|beforecreditsstinger|live action and animation,"It's summer vacation, but the Pearson family kids are stuck at a boring lake house with their nerdy parents. That is until feisty, little, green aliens crash-land on the roof, with plans to conquer the house AND Earth! Using only their wits, courage and video game-playing skills, the youngsters must band together to defeat the aliens and save the world - but the toughest part might be keeping the whole thing a secret from their parents! Featuring an all-star cast including Ashley Tisdale, Andy Richter, Kevin Nealon, Tim Meadows and Doris Roberts, Aliens In The Attic is the most fun you can have on this planet!",86,adventure|comedy|family|fantasy|science fiction,twentieth century fox film corporation|regency enterprises|josephson entertainment|new upstairs productions|upstairs canada productions,7/31/09,146,5.1,2009,45738019.5356229,58830330.44601071
21407,tt0844479,0.536017,3400000,9444018,The Collector,josh stewart|michael reilly burke|andrea roth|juan fernã¡ndez|madeline zima,http://thecollector-movie.com/,marcus dunstan,He always takes one,sadistic|cat|burglar|fight|strip club,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",88,horror|thriller,fortress features|ld entertainment|imaginarium entertainment group,7/9/09,172,6.2,2009,3455761.47602484,9598903.99508387
31723,tt1247704,0.534693,3000000,18097,Women in Trouble,carla gugino|adrianne palicki|connie britton|marley shelton|garcelle beauvais,http://www.womenintroublethemovie.com/,sebastian gutierrez,"High Hopes, High Anxiety, High Heels.",women|infidelity|stewardess|aftercreditsstinger,"A serpentine day in the life of ten seemingly disparate women: a porn star, a flight attendant, a psychiatrist, a masseuse, a bartender, a pair of call girls, etc. All of them with one crucial thing in common. Trouble.",92,comedy|drama,gato negro films,11/13/09,11,4.5,2009,3049201.30237486,18393.7986563592
22824,tt1220198,0.5291600000000001,10000000,42333295,The Fourth Kind,milla jovovich|will patton|hakeem kae-kazim|corey johnson|enzo cilenti,http://www.thefourthkind.net/,olatunde osunsanmi,There are four kinds of alien encounters. The fourth kind is abduction.,brother sister relationship|wheelchair|hypnosis|investigation|coverup,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",98,science fiction|thriller,universal pictures|saga film|focus films|gold circle films|chambara pictures,11/6/09,244,5.6,2009,10164004.3412495,43027579.4159397
36691,tt1294213,0.520419,15000000,5024782,Solitary Man,michael douglas|jesse eisenberg|susan sarandon|mary-louise parker|jenna fischer,http://www.solitarymanmovie.com/,brian koppelman|david levien,Ben loves his family almost as much as he loves himself,infidelity|bankrupt|lonelyness|comedy|family drama,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,90,comedy|drama|romance,smartest man productions|millennium films|paul schiff productions,9/7/09,42,5.7,2009,15246006.511874301,5107190.60618325
38542,tt1379177,0.510379,800000,867714,The Disappearance of Alice Creed,gemma arterton|martin compston|eddie marsan,http://www.alicecreed.com/,j blakeson,Where is Alice Creed?,sex|bondage|ransom|father|rich,A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.,100,crime|drama|thriller,isle of man film|cinemanx,9/12/09,74,6.3,2009,813120.3472999621,881944.886296299
